fullname,class,order,family,genericName,genus,description
Dendromus melanotis,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The gray climbing mouse (Dendromus melanotis) is a species of rodent in the family Nesomyidae. It is found in Angola, Benin, Botswana, Democratic Republic of the Congo, Ethiopia, Guinea, Liberia, Malawi, Mozambique, Namibia, Nigeria, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe. Its natural habitats are dry savanna, Mediterranean-type shrubby vegetation, subtropical or tropical dry lowland grassland, and temperate desert."
Dendromus mesomelas,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"Brants's climbing mouse (Dendromus mesomelas) is a species of rodent in the family Nesomyidae. It is found in Botswana, Democratic Republic of the Congo, Kenya, Malawi, Mozambique, Namibia, South Africa, Tanzania, and Zambia. Its natural habitats are subtropical or tropical moist montane forests, dry savanna, Mediterranean-type shrubby vegetation, and subtropical or tropical high-altitude grassland."
Dendromus lovati,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,Lovat's climbing mouse (Dendromus lovati) is a species of rodent in the family Nesomyidae. It is found only in Ethiopia. Its natural habitat is subtropical or tropical high-altitude grassland. It is threatened by habitat loss.
Dendromus messorius,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The banana climbing mouse (Dendromus messorius) is a species of rodent in the family Nesomyidae. It is found in Benin, Cameroon, Democratic Republic of the Congo, Nigeria, and Togo. Its natural habitat is subtropical or tropical dry lowland grassland."
Dendromus kahuziensis,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The Mount Kahuzi climbing mouse (Dendromus kahuziensis) is a rodent found only in the Democratic Republic of the Congo. It is listed as a critically endangered species due to illegal logging; it is also threatened by fire. Only two specimens have ever been found. Both were found within 100m of each other on Mount Kahuzi. Its body length (excluding tail) is 50-100mm and its tail length is 65-132mm. Its habitat is tropical forests, and to navigate these forests it may use its semi-prehensile tail to hold on to tree branches. Its markings are brownish on the top and white to yellow on its underside, with strongly dark rings around its eyes. As with other Dendromus, it has three well defined toes."
Dendromus insignis,Mammalia,Rodentia,Nesomyidae,Dendromus,Dendromus,"The montane African climbing mouse or remarkable climbing mouse (Dendromus insignis) is a species of rodent in the family Nesomyidae. It is found in Democratic Republic of the Congo, Kenya, Rwanda, Tanzania, and Uganda."
Lophiomys imhausi,Mammalia,Rodentia,Cricetidae,Lophiomys,Lophiomys,"The maned rat or crested rat (Lophiomys imhausi) is a nocturnal, long-haired and bushy-tailed East African rodent that superficially resembles a porcupine."
Petromyscus shortridgei,Mammalia,Rodentia,Nesomyidae,Petromyscus,Petromyscus,Shortridge's rock mouse (Petromyscus shortridgei) is a species of rodent in the family Nesomyidae. It is found in Angola and Namibia. Its natural habitat is subtropical or tropical dry shrubland.
Petromyscus monticularis,Mammalia,Rodentia,Nesomyidae,Petromyscus,Petromyscus,The Brukkaros pygmy rock mouse (Petromyscus monticularis) is a species of rodent in the family Nesomyidae. It is found in Namibia and South Africa. Its natural habitat is subtropical or tropical dry shrubland.
Petromyscus collinus,Mammalia,Rodentia,Nesomyidae,Petromyscus,Petromyscus,"The pygmy rock mouse (Petromyscus collinus) is a species of rodent in the family Nesomyidae. It is found in Angola, Namibia, and South Africa. Its natural habitat is subtropical or tropical dry shrubland."
Petromyscus barbouri,Mammalia,Rodentia,Nesomyidae,Petromyscus,Petromyscus,Barbour's rock mouse (Petromyscus barbouri) is a species of rodent in the family Nesomyidae. It is found only in South Africa. Its natural habitats are subtropical or tropical dry shrubland and rocky areas. It is threatened by habitat loss.
Delanymys brooksi,Mammalia,Rodentia,Nesomyidae,Delanymys,Delanymys,"Delany's mouse or Delany's swamp mouse (Delanymys brooksi) is a species of rodent in the family Nesomyidae. It is the only species in the genus Delanymys and the only extant member of subfamily Delanymyinae, which also contains the fossil genus Stenodontomys. It was previously placed in subfamily Petromyscinae, but it is apparently not closely related to Petromyscus. It is found in Democratic Republic of the Congo, Rwanda, and Uganda. Its natural habitats are subtropical or tropical high-altitude shrubland and swamps. It is threatened by habitat loss."
Typhlomys cinereus,Mammalia,Rodentia,Platacanthomyidae,Typhlomys,Typhlomys,The Chinese pygmy dormouse (Typhlomys cinereus) is a species of rodent of the family Platacanthomyidae found in China and Vietnam.
Platacanthomys lasiurus,Mammalia,Rodentia,Platacanthomyidae,Platacanthomys,Platacanthomys,"The Malabar spiny dormouse (Platacanthomys lasiurus) is a species of muroid rodent endemic to the Western Ghats of India. It is the only extant species in the genus Platacanthomys and although resembling a dormouse, it is not closely related. About the size of a brown rat, this arboreal species lives in tree holes in dense forest habitats in a small family group. They are distinguishable from other species in the area by their bushy tuft tip to the tail and the spiny fur on the back."
Trogopterus xanthipes,Mammalia,Rodentia,Sciuridae,Trogopterus,Trogopterus,"The complex-toothed flying squirrel (Trogopterus xanthipes) occurs in the southern Chinese provinces Hubei, Hunan, Guizhou, Sichuan, and Yunnan. The common name refers to the teeth, which differ from those of other species of flying squirrels."
Pteromyscus pulverulentus,Mammalia,Rodentia,Sciuridae,Pteromyscus,Pteromyscus,"The smoky flying squirrel (Pteromyscus pulverulentus) is a species of rodents in the family Sciuridae. It is monotypic within the genus Pteromyscus. It is found in Brunei, Indonesia, Peninsular Malaysia, and southern Thailand, but its range may be more extensive than currently mapped. Its natural habitat is subtropical or tropical dry forests. It is listed as endangered because of estimated population loss of 50% in past and future, judging from extensive and rapid habitat loss."
Pteromys volans,Mammalia,Rodentia,Sciuridae,Pteromys,Pteromys,"The Siberian flying squirrel (Pteromys volans) is an Old World flying squirrel with a range from the Baltic Sea in the west to the Pacific Coast in the east. It is the only species of flying squirrel found in Europe. It is considered vulnerable within the European Union where it is now found only in Estonia, Finland and Latvia out of the 28 countries in the Union."
Petinomys vordermanni,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,"Vordermann's flying squirrel (Petinomys vordermanni) is a species of rodent in the family Sciuridae. It is found in Indonesia, Malaysia, and Myanmar."
Pteromys momonga,Mammalia,Rodentia,Sciuridae,Pteromys,Pteromys,"The Japanese dwarf flying squirrel (Pteromys momonga; Japanese: ニホンモモンガ; Hepburn: Nihon momonga) is one of two species of Old World flying squirrels in the genus Pteromys. It is native to Japan where it inhabits sub-alpine forests and boreal evergreen forests on Honshu and Kyushu islands. It grows to a length of 20 cm and has a membrane connecting its wrists and ankles which enables it to glide from tree to tree. During the day this squirrel hides in a hole, usually in a coniferous tree, emerging at night to feed on buds, leaves, bark, fruits and seeds. This squirrel faces no particular threats, has a wide range and is relatively common, and the International Union for Conservation of Nature lists it as a ""least-concern species""."
Petinomys setosus,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,"The Temminck's flying squirrel (Petinomys setosus) is a species of rodent in the family Sciuridae. It is found in Indonesia, Malaysia, Myanmar, and Thailand."
Petinomys hageni,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,Hagen's flying squirrel (Petinomys hageni) is a species of rodent in the family Sciuridae. It is endemic to Indonesia.
Petinomys lugens,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,The Siberut flying squirrel (Petinomys lugens) is a species of rodent in the family Sciuridae. It is endemic to Indonesia. Its natural habitat is subtropical or tropical dry forests. It is threatened by habitat loss.
Petinomys genibarbis,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,The whiskered flying squirrel (Petinomys genibarbis) is a species of rodent in the family Sciuridae. It is found in Indonesia and Malaysia.
Petinomys fuscocapillus,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,"Travancore flying squirrel (Petinomys fuscocapillus), also known as the small flying squirrel, is a flying squirrel found in South India and Sri Lanka. Travancore flying squirrels were thought to be extinct but were rediscovered in 1989 after a gap of 100 years in Kerala. It was rediscovered in Sri Lanka after 78 years. The animals were reported only in wet and intermediate zones of the island, and had a few sightings in the Sinharaja Forest Reserve."
Petinomys crinitus,Mammalia,Rodentia,Sciuridae,Petinomys,Petinomys,The Basilan flying squirrel (Philippines flying squirrel or Mindanao flying squirrel )  (Petinomys crinitus) is a species of rodent in the family Sciuridae. It is endemic to the Philippines. It is often confused with mindanao flying squirrel (Petinomys mindanensis)
Petaurista philippensis,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,"The Indian giant flying squirrel (Petaurista philippensis), also called the large brown flying squirrel or the common giant flying squirrel, is a species of rodent in the Sciuridae family. It is capable of gliding flight using a skin membrane stretched between front and hind legs. It is found in mainland Southeast and South Asia, and southern and central China."
Petaurista xanthotis,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,The Chinese giant flying squirrel (Petaurista xanthotis) is a species of rodent in the family Sciuridae. It is endemic to China and Laos.
Petaurista petaurista,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,"The red giant flying squirrel or common giant flying squirrel (Petaurista petaurista) is a species of flying squirrel, found in northern South Asia, southern China and Southeast Asia. It is a dark red colour with black extremities and can grow to a head-and-body length of 42 cm. The tail is long and provides stability when it glides between trees. It is nocturnal, feeding mainly on leaves, fruits and nuts, and occasionally insects. This squirrel faces no particular threats apart from ongoing destruction of suitable habitat. It has a wide range and is relatively common, and the International Union for Conservation of Nature lists it as a ""least-concern species""."
Petaurista nobilis,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,The Bhutan giant flying squirrel (Petaurista nobilis) is a species of rodent in the family Sciuridae. It is one of the largest among the flying squirrels.
Petaurista magnificus,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,"Hodgson's giant flying squirrel (Petaurista magnificus) is a species of rodent in the family Sciuridae. It is found in mountainous areas of northern India, Nepal, Bhutan, Myanmar and southern China. Its natural habitat is tropical and subtropical forests, where it is threatened by habitat destruction."
Petaurista leucogenys,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista,"The Japanese giant flying squirrel (ムササビ) is a species of flying squirrel, one of eight species of giant flying squirrels. It is native to Japan where it inhabits sub-alpine forests and boreal evergreen forests on Honshu, Shikoku and Kyushu islands. It grows to a head-and-body length of 50 cm with a tail nearly as long again, and has a membrane connecting its wrists and ankles which enables it to glide from tree to tree. It feeds mainly on fruits and seeds. It breeds once a year in the autumn, with one or two young being born in its den. This squirrel faces no particular threats, has a wide range and is relatively common, and the International Union for Conservation of Nature lists it as being of ""least concern""."
